0,1
14110.12234821761,116.0
14110.122410714823,111.0
14110.122473212035,122.0
14110.122535709246,128.0
14110.122598206459,124.0
14110.122660703671,117.0
14110.122723200884,111.0
14110.122785698097,176.0
14110.12284819531,188.0
14110.122910692522,146.0
14110.122973189735,152.0
14110.123035686947,133.0
14110.12309818416,143.0
14110.12316068137,159.0
14110.123223178583,151.0
14110.123285675796,158.0
14110.123348173009,156.0
14110.123410670221,173.0
14110.123473167434,187.0
14110.123535664647,155.0
14110.12359816186,177.0
14110.123660659072,190.0
14110.123723156285,159.0
14110.123785653497,227.0
14110.12384815071,219.0
14110.12391064792,188.0
14110.123973145133,217.0
14110.124035642346,227.0
14110.124098139559,210.0
14110.124160636771,216.0
14110.124223133984,210.0
14110.124285631196,202.0
14110.12434812841,210.0
14110.124410625622,188.0
14110.124473122834,190.0
14110.124535620045,186.0
14110.124598117258,183.0
14110.12466061447,201.0
14110.124723111683,179.0
14110.124785608896,226.0
14110.124848106108,216.0
14110.124910603321,174.0
14110.124973100534,185.0
14110.125035597746,185.0
14110.125098094959,190.0
14110.125160592172,192.0
14110.125223089384,197.0
14110.125285586595,199.0
14110.125348083808,181.0
14110.12541058102,179.0
14110.125473078233,187.0
14110.125535575446,164.0
14110.125598072658,184.0
14110.12566056987,168.0
14110.125723067084,130.0
14110.125785564296,203.0
14110.125848061509,199.0
14110.12591055872,164.0
14110.125973055932,191.0
14110.126035553145,181.0
14110.126098050358,163.0
14110.12616054757,175.0
14110.126223044783,170.0
14110.126285541995,166.0
14110.126348039208,173.0
14110.12641053642,171.0
14110.126473033633,172.0
14110.126535530846,161.0
14110.126598028059,150.0
14110.12666052527,134.0
14110.126723022482,118.0
14110.126785519695,157.0
14110.126848016907,145.0
14110.12691051412,109.0
14110.126973011333,128.0
14110.127035508545,145.0
14110.127098005758,138.0
14110.12716050297,171.0
14110.127223000183,135.0
14110.127285497394,2.0
14110.127347994607,168.0
14110.12741049182,311.0
14110.127472989032,236.0
14110.127535486245,173.0
14110.127597983457,20.0
14110.12766048067,-65.0
14110.127722977883,244.0
14110.127785475095,348.0
14110.127847972308,141.0
14110.12791046952,51.0
14110.127972966731,-19.0
14110.128035463944,178.0
14110.128097961157,263.0
14110.12816045837,104.0
14110.128222955582,108.0
14110.128285452794,130.0
14110.128347950007,147.0
14110.12841044722,165.0
14110.128472944432,139.0
14110.128535441645,157.0
14110.128597938858,224.0
14110.128660436068,194.0
14110.128722933281,133.0
14110.128785430494,145.0
14110.128847927706,165.0
14110.128910424919,203.0
14110.128972922132,205.0
14110.129035419344,167.0
14110.129097916557,126.0
14110.12916041377,133.0
14110.129222910982,202.0
14110.129285408195,219.0
14110.129347905406,177.0
14110.129410402618,146.0
14110.129472899831,169.0
14110.129535397044,191.0
14110.129597894256,187.0
14110.129660391469,171.0
14110.129722888681,142.0
14110.129785385894,196.0
14110.129847883107,185.0
14110.12991038032,141.0
14110.129972877532,142.0
14110.130035374743,153.0
14110.130097871956,159.0
14110.130160369168,167.0
14110.13022286638,143.0
14110.130285363593,112.0
14110.130347860806,125.0
14110.130410358019,155.0
14110.130472855231,184.0
14110.130535352444,184.0
14110.130597849657,158.0
14110.13066034687,144.0
14110.13072284408,153.0
14110.130785341293,219.0
14110.130847838505,179.0
14110.130910335718,148.0
14110.13097283293,182.0
14110.131035330143,164.0
14110.131097827356,165.0
14110.131160324569,168.0
14110.131222821781,167.0
14110.131285318994,165.0
14110.131347816205,162.0
14110.131410313417,153.0
14110.13147281063,144.0
14110.131535307843,156.0
14110.131597805055,135.0
14110.131660302268,112.0
14110.13172279948,92.0
14110.131785296693,152.0
14110.131847793906,141.0
14110.131910291118,116.0
14110.131972788331,131.0
14110.132035285544,102.0
14110.132097782754,107.0
14110.132160279967,113.0
14110.13222277718,117.0
14110.132285274392,105.0
14110.132347771605,125.0
14110.132410268818,134.0
14110.13247276603,125.0
14110.132535263243,154.0
14110.132597760456,165.0
14110.132660257668,135.0
14110.132722754879,92.0
14110.132785252092,136.0
14110.132847749304,134.0
14110.132910246517,129.0
14110.13297274373,145.0
14110.133035240942,104.0
14110.133097738155,112.0
14110.133160235368,120.0
14110.13322273258,100.0
14110.133285229793,114.0
14110.133347727005,128.0
14110.133410224218,112.0
14110.133472721429,107.0
14110.133535218642,78.0
14110.133597715854,82.0
14110.133660213067,119.0
14110.13372271028,96.0
14110.133785207492,139.0
14110.133847704705,133.0
14110.133910201917,110.0
