0,1,2,3,4
14148.148348930423,0.8736897110939026,1.130323052406311,1.1510480642318726,1.4316449165344238
14148.150348990483,0.874337375164032,1.130323052406311,1.151695728302002,1.4318068027496338
14148.152349050542,0.8748230934143066,1.1308088302612305,1.151533842086792,1.4313210248947144
14148.154349110604,0.8740135431289673,1.1304850578308105,1.1520196199417114,1.4319686889648438
14148.156349170664,0.8748230934143066,1.1308088302612305,1.151857614517212,1.4319686889648438
14148.158349230725,0.8738515973091125,1.13129460811615,1.151533842086792,1.4311591386795044
14148.160349290785,0.8732039332389832,1.1317803859710693,1.1520196199417114,1.4316449165344238
14148.162349350845,0.8736897110939026,1.1317803859710693,1.1520196199417114,1.4318068027496338
14148.164349410907,0.8740135431289673,1.1319422721862793,1.151857614517212,1.4319686889648438
14148.166349470966,0.8740135431289673,1.1319422721862793,1.1520196199417114,1.4319686889648438
14148.168349531026,0.8746612071990967,1.1321041584014893,1.1528291702270508,1.4322925806045532
14148.170349591088,0.8746612071990967,1.1319422721862793,1.1538006067276,1.4322925806045532
14148.172349651148,0.8741754293441772,1.1317803859710693,1.1542863845825195,1.4313210248947144
14148.174349711207,0.8753088116645813,1.1319422721862793,1.15396249294281,1.4316449165344238
14148.176349771269,0.8774136900901794,1.1325899362564087,1.15396249294281,1.4318068027496338
14148.178349831329,0.8762803077697754,1.1327518224716187,1.1538006067276,1.4314830303192139
14148.18034989139,0.8751469254493713,1.1327518224716187,1.1542863845825195,1.4314830303192139
14148.18234995145,0.8749850392341614,1.1321041584014893,1.1542863845825195,1.4314830303192139
14148.18435001151,0.8749850392341614,1.13129460811615,1.1538006067276,1.4316449165344238
14148.186350071572,0.8744992613792419,1.1319422721862793,1.15396249294281,1.4311591386795044
14148.188350131632,0.8744992613792419,1.1321041584014893,1.1536387205123901,1.4318068027496338
14148.190350191693,0.8759564757347107,1.1321041584014893,1.1538006067276,1.4314830303192139
14148.192350251753,0.8766041398048401,1.13129460811615,1.1542863845825195,1.4316449165344238
14148.194350311813,0.8751469254493713,1.1321041584014893,1.1538006067276,1.4311591386795044
14148.196350371874,0.8753088116645813,1.1319422721862793,1.1538006067276,1.4311591386795044
14148.198350431934,0.875470757484436,1.1322660446166992,1.1546101570129395,1.4318068027496338
14148.200350491994,0.8744992613792419,1.1321041584014893,1.1541244983673096,1.4319686889648438
14148.202350552056,0.8753088116645813,1.1327518224716187,1.1542863845825195,1.4314830303192139
14148.204350612115,0.8746612071990967,1.1325899362564087,1.1538006067276,1.4319686889648438
14148.206350672175,0.874337375164032,1.1316183805465698,1.1536387205123901,1.4308353662490845
14148.208350732237,0.8757945895195007,1.1321041584014893,1.1531529426574707,1.4308353662490845
14148.210350792297,0.8766041398048401,1.1316183805465698,1.1529910564422607,1.4314830303192139
14148.212350852358,0.8757945895195007,1.1316183805465698,1.1541244983673096,1.4313210248947144
14148.214350912418,0.875632643699646,1.1325899362564087,1.154934048652649,1.4309972524642944
14148.216350972478,0.8761184215545654,1.1327518224716187,1.1544482707977295,1.4316449165344238
14148.21835103254,0.875470757484436,1.133561372756958,1.154934048652649,1.4316449165344238
14148.2203510926,0.8740135431289673,1.133237600326538,1.1552578210830688,1.4318068027496338
14148.222351152659,0.8744992613792419,1.1319422721862793,1.1555817127227783,1.430187702178955
14148.22435121272,0.8746612071990967,1.1325899362564087,1.1562293767929077,1.430187702178955
14148.22635127278,0.8740135431289673,1.1329137086868286,1.1568769216537476,1.4295400381088257
14148.22835133284,0.8751469254493713,1.133237600326538,1.1552578210830688,1.4311591386795044
14148.230351392902,0.8764422535896301,1.133399486541748,1.1557435989379883,1.4314830303192139
14148.232351452962,0.8762803077697754,1.133561372756958,1.1557435989379883,1.4314830303192139
14148.234351513023,0.875470757484436,1.133561372756958,1.1559054851531982,1.4318068027496338
14148.236351573083,0.8767660856246948,1.1329137086868286,1.1562293767929077,1.4316449165344238
14148.238351633143,0.8769279718399048,1.1325899362564087,1.1565531492233276,1.4316449165344238
14148.240351693205,0.8761184215545654,1.1327518224716187,1.1567150354385376,1.4319686889648438
14148.242351753264,0.8767660856246948,1.1330755949020386,1.1563912630081177,1.4322925806045532
14148.244351813324,0.8769279718399048,1.1342090368270874,1.157200813293457,1.4322925806045532
14148.246351873386,0.8757945895195007,1.1343709230422974,1.157362699508667,1.4313210248947144
14148.248351933446,0.8761184215545654,1.133561372756958,1.1568769216537476,1.4319686889648438
14148.250351993507,0.8774136900901794,1.133237600326538,1.1568769216537476,1.4316449165344238
14148.252352053567,0.8778994679450989,1.1330755949020386,1.1583342552185059,1.4318068027496338
14148.254352113627,0.8772518038749695,1.1330755949020386,1.1591438055038452,1.4321305751800537
14148.256352173688,0.8778994679450989,1.133399486541748,1.1597914695739746,1.432778239250183
14148.258352233748,0.8780613541603088,1.1343709230422974,1.159629464149475,1.4316449165344238
14148.260352293808,0.8774136900901794,1.1343709230422974,1.1594675779342651,1.4321305751800537
14148.26235235387,0.8777375221252441,1.1350185871124268,1.1599533557891846,1.4322925806045532
