timestamp;trialindex;trial;trialstarted;trialended;duration;trial_type;button_pressed;pressed_icon;sample_button;vocal_condition;movement_condition;weight_condition
14141.3817456;28;20;14148.1472264;14155.2052691;7.058042700000442;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
14164.5072872;29;21;14172.2880396;14179.3297968;7.041757200000575;main;65534.0;A;65534.0;expire;internal_rotation_stop;weight
14186.3878477;30;22;14195.0128127;14202.0862726;7.073459899998852;main;65534.0;A;65534.0;expire;extension_stop;weight
14206.8226008;31;23;14212.6649951;14219.723077;7.058081900000616;main;65534.0;A;65534.0;expire;flexion_stop;weight
14224.6885337;32;24;14231.0085836;14238.0508231;7.042239500000505;main;65534.0;A;65534.0;expire;external_rotation_stop;weight
14242.694859000001;33;25;14249.1835312;14256.2252622;7.041730999999345;main;65534.0;A;65534.0;expire;no_movement;weight
14262.0374238;34;26;14276.2289704;14283.2721815;7.043211100000917;main;65534.0;A;65534.0;vocalize;extension_stop;weight
14287.6389805;35;27;14293.127232;14300.185315800001;7.0580838000005315;main;65534.0;A;65534.0;vocalize;no_movement;weight
14306.643739500001;36;28;14313.5014438;14320.5585537;7.057109900000796;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
14326.0934263;37;29;14333.8280586;14340.8702713;7.042212700000164;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
14346.8818039;38;30;14353.540621;14360.5828335;7.04221250000046;main;65534.0;A;65534.0;vocalize;external_rotation_stop;weight
14380.5706727;39;31;14386.030177300001;14393.0723706;7.042193299999781;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
14409.093201200001;40;32;14415.9509036;14423.0243799;7.0734763000000385;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
14428.6822668;41;33;14434.8173439;14441.8912547;7.073910799999794;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
14446.057701200001;42;34;14452.746225300001;14459.7735721;7.027346799999577;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
14464.4622731;43;35;14471.08933;14478.1940482;7.104718200000207;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
14530.256770400001;44;36;14535.915156000001;14542.957870100001;7.042714100000012;main;65534.0;A;65534.0;expire;internal_rotation_stop;weight
14547.569684400001;44;36;14555.7035982;14562.778549800001;7.074951600001441;main;65534.0;A;65534.0;expire;internal_rotation_stop;weight
14566.1776586;45;37;14571.605370700001;14578.6470996;7.041728899999725;main;65534.0;A;65534.0;expire;no_movement;weight
14587.5800881;46;38;14594.1768954;14601.2498527;7.07295730000078;main;65534.0;A;65534.0;expire;extension_stop;weight
14603.679778200001;47;39;14609.214142300001;14616.2573784;7.043236099998467;main;65534.0;A;65534.0;expire;flexion_stop;weight
14623.037677100001;47;39;14629.4346041;14636.5065895;7.071985399999903;main;65534.0;A;65534.0;expire;flexion_stop;weight
14641.0122623;48;40;14650.7145283;14657.75727;7.042741699999169;main;65534.0;A;65534.0;expire;external_rotation_stop;weight
14678.3601202;49;41;14685.5729794;14692.644945400001;7.071966000001339;main;65534.0;A;65534.0;expire;extension_stop;no_weight
14696.7652191;50;42;14719.014829400001;14726.0570696;7.0422401999985595;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
14731.2536402;51;43;14738.3419939;14745.4005891;7.058595200000127;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
14750.3968107;52;44;14757.178613600001;14764.251584;7.072970399998667;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
14769.1406711;53;45;14774.6919092;14781.7346256;7.042716399999335;main;65534.0;A;65534.0;expire;no_movement;no_weight
14791.0048704;54;46;14799.2469377;14806.2896351;7.042697400000179;main;65534.0;A;65534.0;expire;extension_stop;no_weight
14811.7625097;55;47;14820.8814851;14827.9698334;7.08834829999978;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
14832.6585292;56;48;14838.5485518;14845.6051712;7.056619400000272;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
14850.7263537;57;49;14858.2293713;14865.3176926;7.088321299999734;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
14869.9453918;58;50;14876.588327;14883.6305505;7.042223500000546;main;65534.0;A;65534.0;expire;no_movement;no_weight
14888.8742856;59;51;14894.378393;14901.4211063;7.042713299999377;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
14906.6638399;60;52;14912.7839773;14919.840593500001;7.056616200001372;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
14928.6049301;61;53;14936.30831;14943.382275;7.073964999999589;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
14949.8243355;62;54;14955.898372200001;14962.9549941;7.0566218999993;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
14968.6748463;63;55;14974.4572099;14981.575819;7.118609099999958;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
15002.9792813;64;56;15011.0670269;15018.1246334;7.057606500000475;main;65534.0;A;65534.0;vocalize;extension_stop;weight
15024.705560600001;65;57;15030.594088400001;15037.637295800001;7.043207400000028;main;65534.0;A;65534.0;vocalize;external_rotation_stop;weight
15044.6021597;66;58;15051.767865400001;15058.8562158;7.088350399999399;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;weight
15063.3460139;67;59;15069.1581576;15076.2916311;7.133473500000036;main;65534.0;A;65534.0;vocalize;no_movement;weight
15082.181637200001;68;60;15088.915367;15095.9729466;7.057579600001191;main;65534.0;A;65534.0;vocalize;flexion_stop;weight
15113.209481400001;69;61;15118.7146195;15125.8336782;7.119058700000096;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
15130.8001355;70;62;15137.304202000001;15144.3622928;7.058090799999263;main;65534.0;A;65534.0;expire;no_movement;no_weight
15148.590702;71;63;15154.2793328;15161.3681622;7.088829399999668;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
15168.809676;72;64;15176.6975773;15183.770534700001;7.072957400001542;main;65534.0;A;65534.0;expire;extension_stop;no_weight
15188.1378232;73;65;15194.7490229;15201.7912727;7.042249800000718;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
15207.3414956;74;66;15213.2622494;15220.3198428;7.05759339999895;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
15225.701947700001;75;67;15232.0200107;15239.0934743;7.073463599999741;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
15244.074814;76;68;15250.2713502;15257.3443257;7.072975499999302;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
15263.8483774;77;69;15269.661519000001;15276.749852;7.088332999999693;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
15282.9915819;78;70;15288.6047671;15295.6618678;7.0571006999998644;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
15301.1972434;79;71;15307.16314;15314.2817406;7.118600599998899;main;65534.0;A;65534.0;vocalize;extension_stop;no_weight
15322.108146;80;72;15328.7669817;15335.8245365;7.057554799999707;main;65534.0;A;65534.0;vocalize;external_rotation_stop;no_weight
15340.6675526;81;73;15347.35657;15354.444913700001;7.088343700001133;main;65534.0;A;65534.0;vocalize;no_movement;no_weight
15359.6112557;82;74;15367.621657900001;15374.6638852;7.042227299998558;main;65534.0;A;65534.0;vocalize;internal_rotation_stop;no_weight
15388.824706000001;83;75;15396.4055792;15403.4944289;7.088849699999628;main;65534.0;A;65534.0;vocalize;flexion_stop;no_weight
15411.6278566;84;76;15418.808458;15425.9424694;7.134011400001327;main;65534.0;A;65534.0;expire;no_movement;no_weight
15431.7238197;85;77;15439.5968371;15446.654922400001;7.058085300001039;main;65534.0;A;65534.0;expire;internal_rotation_stop;no_weight
15450.3754329;86;78;15456.4335835;15463.5234848;7.089901299999838;main;65534.0;A;65534.0;expire;external_rotation_stop;no_weight
15468.489867600001;87;79;15477.761138;15484.8802356;7.1190975999998045;main;65534.0;A;65534.0;expire;extension_stop;no_weight
15489.5391475;88;80;15495.397416;15502.5160405;7.118624500000806;main;65534.0;A;65534.0;expire;flexion_stop;no_weight
